Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
18.849999999999998,1.614810590319744,129.3336,127.8336,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.63,0.8740008635515537,166.85,5326.4,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6.61,0.9370657641066491,188.4898,4677.245,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.6,0.8745633893987846,166.8816,1845.5976,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.6,0.9275067624108317,234.53,6524.84,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9.5,0.9949026870212578,252.5724,3271.7412,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19.25,0.9384917779278121,197.511,982.055,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5.73,1.5250621209276127,86.7882,85.8882,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,0.935547828504379,168.7132,6426.3016,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15.200000000000001,0.8704928615470636,217.0824,6769.8544,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.75,1.464116667568698,161.0578,481.3734,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.235,0.9264873215336247,114.8834,3340.3186,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13.5,0.9174949075638257,36.6874,1058.622,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6.78,1.0006230400140979,187.72400000000002,1491.392,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7.3,1.4641166688007208,146.3076,886.8456,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.3,0.921522404302732,188.753,3795.06,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
16.85,0.8754594565843439,145.276,2490.092,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
14.65,1.0156689874403784,49.8666,563.9326,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15.6,0.8745633935471945,123.7704,3129.26,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.35,0.8782920672156089,176.2712,1230.3984,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
16.0,0.9262527875697455,141.3154,3261.7542,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.0,0.9292024107212807,170.9106,1197.7742,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11.5,0.9241603476422593,100.5358,2111.2518,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5.695,0.9316059710698128,256.5988,2055.9904,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.2,0.9296326013753914,36.0848,1193.1136,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9.1,0.8740008629563806,126.5362,1761.7068,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
16.85,0.9090909090909091,146.076,2636.5679999999998,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11.15,0.9268750427540925,65.9142,790.9704,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
17.0,0.928858984039323,247.4434,2980.1208,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7.47,0.9973361125769646,215.2218,3419.5488,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20.7,0.9990697517312771,37.3506,834.9132,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.6,0.874563388652877,173.2764,3779.0808,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.7,1.001095891326151,100.7674,814.9392,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13.0,0.8760887590792322,60.0194,1114.5492,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14.0,0.8765027549093434,146.3786,866.8716,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18.85,0.9990697460825616,119.044,2396.88,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.7,0.9221155212812935,182.4634,1999.3974,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15.85,0.9990697492175287,44.0112,468.7232,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6.175,0.8716043530615374,94.3752,1342.2528,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.200000000000001,1.531537208638646,216.4824,218.3824,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16.0,0.9594301133971402,48.3718,614.5334,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.15,0.8796766178420186,158.1604,1426.1436,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
16.5,0.9315179235936921,102.7332,1537.9979999999998,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14.65,0.9568375109662468,57.0614,939.4438,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
13.5,0.9382413989193177,261.491,3418.883,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
10.1,0.8760887616117681,50.6008,404.8064,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11.85,0.9300460756039521,51.4666,974.0654,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9.285,0.9267105099348099,161.0578,2406.867,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12.8,0.9294568251260458,223.5404,5626.01,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6.235,0.9310779225798821,260.8962,5956.9126,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12.15,0.8765027630276885,246.84599999999998,6404.996,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19.599999999999998,1.6625678652252918,44.077,216.385,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.35,0.9595370639832032,78.2328,1158.492,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9.195,1.4593946913319042,101.0016,202.4032,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.2,1.0031395299099974,260.3278,2342.9502,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.285,0.9348909772526763,174.6054,2976.7918,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7.05,0.9222899219997795,224.7088,3131.9232,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7.905,0.8333333333333331,109.9254,108.5254,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14.5,0.9296326042264941,262.3594,4448.2098,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13.35,0.8333333333333334,75.7012,1442.1228,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11.5,0.8181818181818181,128.4652,2841.6344,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12.1,0.8729594591309784,180.666,2876.256,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11.8,1.0031395313580285,124.5704,1001.3632,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.05,0.8782920719768255,107.4912,982.7208,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.849999999999998,0.9942317123798771,195.7768,3547.3824,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18.75,0.9222899556342433,207.0954,3125.9309999999996,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
19.25,0.9351057161978082,196.31099999999998,3142.5759999999996,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.2,0.9000000000000001,100.57,1398.18,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8.31,1.0189269763862319,176.0028,4427.57,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
13.1,0.9275067674837832,73.8354,1956.1204,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
13.5,0.9329565606715323,180.5976,3078.6592,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.15,0.8747287919944005,169.679,1018.674,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7.5,1.0239536065519623,56.2588,687.1056,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
10.5,0.9251308078651808,156.5946,3787.0704,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15.6,0.8782920654305291,169.9764,2748.4224,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.049999999999999,1.531537202986944,111.1912,109.1912,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6.78,1.0047208988623046,186.524,2609.936,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
16.0,0.9988808230324214,141.1496,4516.7872,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.799999999999999,0.8704928708878584,89.1172,2319.6472,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
10.5,0.9334195298838329,159.6946,3629.2758,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
17.1,0.9334195376084056,148.8392,2087.9488,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.535,0.7692307692307693,121.64399999999999,1557.9720000000002,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15.1,0.9993290438325839,146.6076,2364.9216,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.1,1.0051717052210754,149.0076,4138.6128,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.0,0.9260469423517111,264.7226,3171.8712,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20.85,1.0047208933925837,224.0746,2243.746,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
16.7,0.874563387597455,182.1976,724.3904,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.315,1.4591731725381614,143.6444,145.1444,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.599999999999998,1.526066727020391,173.8054,175.1054,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16.75,1.1224877625011904,258.4988,4111.9808,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6.1499999999999995,1.6183717451844482,98.8384,492.69199999999995,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12.5,1.0006230203413278,42.9112,1022.6688,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6.8,0.8747287932035623,49.9034,194.4136,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7.3,0.8740008584577126,149.8076,2808.3444,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
15.85,1.0006230463284347,42.5112,852.2239999999999,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12.1,0.9221155152074716,56.5614,828.921,9,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9.195,0.8765027682409491,107.6596,323.5788,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.59,0.8711820887476402,174.708,2942.836,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12.15,0.9288589815405834,34.5532,359.532,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19.75,1.561727751228881,179.766,719.064,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.85,1.0148950009344928,130.2626,2360.9268,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
12.15,0.9215224020519133,211.2928,2735.1064,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
13.1,0.9221155178957604,174.2054,3677.2134,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10.195,0.9270946369651575,146.7076,3842.9976,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8.985,1.6148105868479248,100.77,199.74,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7.895,0.9215224054360962,58.5588,171.7764,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.799999999999999,1.531537206213082,118.9098,120.5098,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16.75,1.0006230191511003,38.9822,628.5152,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.35,0.8999999999999999,198.21099999999998,2946.165,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
8.21,0.9166450541504902,149.5392,1789.6704,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15.85,0.9348909872689807,58.3904,468.7232,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16.2,0.9344070763264242,100.47,1597.92,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.5,0.9222899104669331,264.491,3681.8740000000003,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.150000000000002,1.6148105884346027,107.4622,317.5866,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13.65,0.8745633850095129,198.1426,1977.4260000000002,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11.35,0.8765027701434911,88.9856,1230.3984,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10.8,0.8745633903103879,191.1504,4410.2592,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.47,0.9909012141799814,211.8218,1496.0526,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19.85,0.9990697442988664,126.402,1012.0160000000001,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8.39,1.004720903935121,113.6176,2862.94,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.8,0.933975656408941,239.2222,6692.6216,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15.0,0.9296326005970779,140.2838,1404.838,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
17.35,0.8796766145514008,176.7712,2812.3392,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
14.1,1.4579266321461866,198.8084,992.0419999999999,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.2,0.8765345311618972,226.6062,5191.2426,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
15.6,0.8760887630238815,78.067,1148.505,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20.349999999999998,1.6055525094781629,124.1072,245.0144,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20.5,0.9304989615933542,154.134,2909.546,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
17.849999999999998,1.614810584974269,122.3072,122.5072,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.6,0.9221155640882557,41.4454,1468.089,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.1,0.9314298206453284,143.3786,1733.7432,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.035,1.05498519180486,264.691,5785.802,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.0,0.9300460779417976,142.4154,1985.4156,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
13.65,0.9296326037027035,262.6936,4175.8976,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.85,0.9986862690844157,246.7144,6615.3888,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
6.115,0.9323495371883628,190.35299999999998,569.259,9,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.96,1.01567877579705,196.5768,2759.0752,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.6,0.922115524207829,165.9526,2631.2416,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.195,1.5717317133089574,182.2634,363.5268,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.97,0.8747287888854072,52.7956,1037.3164,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
12.35,1.4641166676916535,117.1124,355.5372,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.3,0.8732632617145935,183.9292,3283.7256,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.7,0.9221155210521932,162.421,1468.089,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.27,0.9237238323355987,111.9518,1138.518,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.7,1.5616937202096646,92.8436,189.0872,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.1,0.8834465375642448,32.8558,339.55800000000005,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19.349999999999998,1.531537191852053,78.8644,314.2576,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20.75,0.8740008680800095,193.3478,6006.1818,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.2,0.9222899192177385,123.6046,2988.1104,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5.51,0.9304989401779447,98.5726,1761.7068,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
20.2,0.9090909090909092,129.0678,3560.6984,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
14.7,0.9334195368662459,48.5034,874.8612,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20.0,0.9334778017279649,168.5132,2874.9244,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.1,1.459173176094372,112.986,113.186,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.5,1.556014389335002,132.6626,262.3252,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.15,1.0031395392788371,104.4648,2181.1608,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.2,0.872720148820714,43.3454,503.3448,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.1,1.0006230413975281,76.0328,1853.5872,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7.68,0.870492884850473,191.2162,7504.2318,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
15.0,0.9334195295684541,59.4904,644.4944,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12.8,0.8740008615531079,263.0252,2885.5772,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5.985,0.9,125.2678,1017.3424,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.35,0.8745633800978432,120.3098,2530.7058,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16.6,0.8782920490290853,109.8596,1617.894,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
11.150000000000002,0.9178236853986914,106.2622,2328.9684,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.5,0.9310779390620495,189.253,1328.271,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8.88,1.5560143946908833,207.727,209.727,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.6,0.8715648039369626,177.9686,1244.3802,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9.8,0.9348909784180689,101.7016,1518.024,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9.395,0.8765027633941701,139.1838,1685.8056,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12.3,0.9325258405546506,193.3162,3078.6592,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
16.1,0.9296325919101146,192.6846,2866.2690000000002,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19.1,1.5624609147481032,147.5418,294.2836,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.43,0.9310779380699092,174.0422,2069.3064,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14.5,1.5560143997540654,260.4594,1046.6376,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.27,0.8719076731292532,184.8924,4442.2176,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.02,0.8767064405888766,148.0734,1930.1542,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20.0,0.8732022118680454,128.0678,1780.3492,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.81,0.8765027709446265,246.0486,7086.1094,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.394999999999998,1.5315372125122355,158.6604,316.9208,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13.1,0.9240653078455116,189.85299999999998,3415.554,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15.2,0.8765027575741464,216.5824,5241.1776,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10.8,0.9332131438594431,74.738,1025.3319999999999,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12.6,0.9988808326819171,50.7982,473.3838,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12.15,1.2484530573140962,115.015,2912.875,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7.42,0.9261983951396981,248.9092,5976.2208,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12.599999999999998,1.5315371966961604,172.4764,687.1056,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6.885,0.8796766165298385,111.4228,2984.1156,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
19.599999999999998,0.9449679086139136,42.177,1255.0330000000001,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20.25,0.8796766114363135,246.446,3695.19,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
15.3,0.8736759214294448,214.0218,1068.609,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9.21,0.931077969202853,122.4414,1583.9382,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15.6,0.9,220.4798,661.1394,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
15.35,0.9237238414604634,62.7168,958.752,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12.15,1.001095892377061,190.3872,2836.308,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14.650000000000002,0.927094631272234,164.0552,5523.4768,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11.395,0.9261847847330658,50.3034,972.068,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
17.1,0.8999999999999998,111.9886,3002.0922,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.85,0.9988808368132237,119.044,1198.44,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.6,0.9222899189497842,251.9698,4566.0564,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
11.3,1.004720896811356,258.1962,4402.9354,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.150000000000002,0.9251308216951053,255.3698,4819.7262,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5.785,0.9296325994259673,260.7252,6033.4796,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5.82,0.9242293556169479,257.633,1537.9979999999998,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.0,0.9334195387723645,168.0816,2181.1608,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5.095,0.8704928791319951,139.1838,4916.933,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7.895,0.9221155152074716,59.2588,801.6232,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.8,0.8765027663221737,247.4802,1474.0812,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5.44,0.876088767868641,238.7538,3605.3070000000002,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
